MUNICIPIO|Titulares|NUMERO DECLARACIONES|NUMERO HABITANTES|POSICIONAMIENTO RENTA BRUTA MEDIA NIVEL NACIONAL|POSICIONAMIENTO RENTA BRUTA MEDIA NIVEL AUTONOMICO|RENTA BRUTA MEDIA|RENTA DISPONIBLE MEDIA
 Sant Cebrià de Vallalta|1.834|1.591|3.328|245|123|26.348|21.407
 Parets del Vallès|10.182|8.871|18.733|246|124|26.325|21.596
 Santa Eulàlia de Ronçana|3.817|3.280|7.114|247|125|26.315|21.499
 Súria|3.201|2.795|5.999|248|126|26.299|21.361
 Manresa|39.060|34.428|75.297|252|127|26.246|21.439
 Vilanova i la Geltrú|34.714|30.044|65.941|256|129|26.218|21.406
 Aiguafreda|1.293|1.156|2.498|259|130|26.188|21.397
 Dosrius|2.640|2.295|5.137|266|132|26.131|21.307
 Taradell|3.464|3.106|6.219|268|133|26.083|21.279
 Fonollosa|762|674|1.429|271|135|26.043|21.142
 Vacarisses|3.161|2.738|6.218|281|139|25.967|21.328
 Vic|22.872|20.099|41.956|286|141|25.932|21.105
 Igualada|20.717|18.423|38.751|288|143|25.892|21.147
 Sabadell|105.372|92.632|207.444|290|144|25.888|21.145
 Martorell|14.136|11.944|27.895|291|145|25.883|21.154
 Hostalets de Pierola, Els|1.460|1.272|2.942|295|146|25.869|21.172
 Vilobí del Penedès|655|555|1.090|296|147|25.851|21.296
 Vilafranca del Penedès|21.648|18.734|39.221|297|148|25.845|21.189
 Canyelles|2.320|1.954|4.345|299|150|25.835|21.128
 Lliçà Amunt|8.051|6.819|14.696|300|151|25.783|21.177
 Esparreguera|11.367|9.798|21.685|303|152|25.761|21.195
 Santa Maria de Palautordera|4.772|4.135|9.138|304|153|25.757|21.117
 Arenys de Munt|4.515|3.987|8.654|316|157|25.594|20.924
 Franqueses del Vallès, Les|9.894|8.676|19.170|329|162|25.431|20.883
 Santa Eulàlia de Riuprimer|664|596|1.259|334|165|25.371|20.635
 Santa Perpètua de Mogoda|13.555|11.638|25.409|340|166|25.292|20.820
 Sant Celoni|9.137|7.861|17.251|343|167|25.264|20.811
 Sant Andreu de la Barca|14.637|12.466|27.268|350|171|25.183|20.758
 Torrelavit|797|696|1.393|353|173|25.166|20.666
 Castellterçol|1.193|1.061|2.400|355|174|25.146|20.653
 Olesa de Montserrat|12.238|10.592|23.543|356|175|25.135|20.746
 Sant Martí de Tous|621|564|1.175|359|177|25.121|20.752
 Figaró|489|435|1.096|369|179|25.040|20.365
 Terrassa|110.948|97.360|215.517|372|181|25.031|20.525
 Sant Feliu de Codines|2.941|2.638|5.900|376|182|25.004|20.405
 Canet de Mar|7.125|6.281|14.123|377|183|24.986|20.556
 Sentmenat|4.645|4.075|8.645|378|184|24.984|20.614
 Moià|2.901|2.560|5.760|379|185|24.981|20.623
 Santa Maria de Corcó|1.162|1.060|2.188|381|187|24.972|20.481
 Prat de Llobregat, El|34.711|29.622|62.866|390|189|24.884|20.560
 Rubí|37.542|32.504|74.353|403|191|24.785|20.427
 Viladecans|36.245|30.803|65.358|405|193|24.765|20.409
 Mollet del Vallès|27.251|23.256|51.719|406|194|24.760|20.475
 Sant Pere de Riudebitlles|1.263|1.090|2.364|408|195|24.729|20.377
 Barberà del Vallès|17.530|15.298|32.550|414|196|24.664|20.381
 Montcada i Reixac|17.851|15.278|34.394|416|197|24.658|20.391
 Masquefa|4.477|3.768|8.406|418|198|24.657|20.453
 Montmeló|4.918|4.128|8.863|424|201|24.594|20.436
 Olesa de Bonesvalls|979|818|1.735|426|202|24.590|20.463
 Berga|9.083|7.965|16.456|431|203|24.548|20.465
 Font|770|662|1.353|433|204|24.538|20.403
 Cardona|2.778|2.417|4.921|436|206|24.524|20.453
 Sant Salvador de Guardiola|1.548|1.326|3.130|439|208|24.502|20.389
 Capellades|2.859|2.559|5.284|440|209|24.499|20.167
 Subirats|1.647|1.435|3.029|445|212|24.482|20.323
 Sant Martí de Centelles|499|454|1.093|450|215|24.451|20.181
 Calldetenes|1.356|1.214|2.429|459|220|24.373|20.027
 Sant Boi de Llobregat|44.071|37.299|83.107|469|223|24.306|20.130
 Granada, La|1.177|1.035|2.073|476|227|24.251|20.054
 Polinyà|4.394|3.859|8.238|482|229|24.214|20.049
 Callús|1.012|910|1.985|486|232|24.190|19.964
 Sant Vicenç dels Horts|14.380|11.986|28.103|488|234|24.173|20.081
 Torre de Claramunt, La|1.920|1.671|3.819|492|235|24.129|19.992
 Vallbona Anoia|717|632|1.424|493|236|24.115|19.738
 Sallent|3.504|3.100|6.780|495|237|24.103|20.045
 Manlleu|10.044|8.729|20.279|514|241|24.002|19.896
 Badalona|110.810|93.823|217.210|521|244|23.952|19.849
 Montornès del Vallès|8.517|7.201|16.217|527|246|23.902|19.891
 Avinyó|1.191|1.080|2.275|542|252|23.827|19.994
 Cornellà de Llobregat|45.694|38.769|86.234|546|256|23.781|19.804
 Torelló|7.736|6.981|13.949|547|257|23.775|19.628
 Sant Hipòlit de Voltregà|1.846|1.649|3.446|552|258|23.752|19.650
 Sant Martí Sarroca|1.682|1.483|3.130|553|259|23.732|19.638
 Ripollet|19.367|16.433|37.233|554|260|23.728|19.755
 Mataró|61.139|52.821|124.280|555|261|23.726|19.713
 Mediona|1.080|944|2.311|557|262|23.721|19.695
 Castellgalí|977|850|2.022|559|263|23.719|19.773
 Cercs|657|566|1.246|566|264|23.680|20.105
 Artés|3.053|2.722|5.661|577|268|23.640|19.664
 Pobla de Claramunt, La|1.168|1.023|2.186|589|271|23.558|19.475
 Castellví de la Marca|910|783|1.589|595|274|23.501|19.562
 Calella|8.664|7.622|18.307|598|275|23.453|19.572
 Santa Margarida i els Monjos|3.903|3.287|7.337|599|276|23.451|19.644
 Masies de Voltregà, Les|1.728|1.564|3.186|601|278|23.439|19.384
 Navarcles|3.201|2.829|6.003|613|283|23.327|19.431
 Casserres|872|765|1.569|616|284|23.286|19.787
 Odena|1.862|1.654|3.624|619|286|23.277|19.221
 Centelles|4.051|3.656|7.333|620|287|23.276|19.353
 Piera|7.551|6.378|15.000|632|292|23.196|19.381
 Sant Adrià de Besòs|16.064|13.645|35.386|633|293|23.196|19.380
 Pla del Penedès, El|659|578|1.223|636|295|23.182|19.337
 Castellbell i el Vilar|1.783|1.545|3.624|641|298|23.171|19.218
 Bagà|1.247|1.077|2.225|642|299|23.169|19.504
 Hospitalet de Llobregat, L|127.204|108.030|253.518|649|302|23.129|19.367
 Sant Joan de Vilatorrada|5.955|5.223|10.733|657|305|23.037|19.211
 Sant Llorenç Savall|1.143|992|2.361|664|307|23.010|19.110
 Sant Quirze de Besora|1.123|1.011|2.148|667|309|22.994|19.106
 Roda de Ter|3.199|2.885|6.124|674|312|22.963|19.007
 Sant Vicenç de Castellet|4.417|3.892|9.326|676|314|22.958|19.222
 Castellet i la Gornal|1.122|956|2.237|690|317|22.867|19.259
 Calaf|1.950|1.644|3.475|702|321|22.805|19.204
 Avià|1.247|1.126|2.258|707|325|22.787|18.927
 Balsareny|1.678|1.471|3.343|716|328|22.729|18.907
 Monistrol de Montserrat|1.539|1.393|2.945|731|332|22.635|18.915
 Cabrera Anoia|657|548|1.363|754|338|22.470|18.939
 Navàs|3.233|2.862|6.117|770|345|22.396|18.800
 Palafolls|4.694|4.091|9.065|780|348|22.318|18.583
 Fogars de la Selva|692|574|1.512|788|350|22.282|18.648
 Malgrat de Mar|9.040|7.833|18.417|796|354|22.219|18.679
 Santa Maria Oló|568|515|1.065|800|355|22.205|18.658
 Tordera|7.713|6.629|16.345|805|356|22.177|18.565
 Llagosta, La|6.770|5.597|13.430|823|361|22.057|18.572
 Olost|670|612|1.186|834|363|21.964|18.190
 Puig|2.156|1.930|4.207|835|364|21.960|18.592
 Sant Quintí de Mediona|1.075|921|2.101|849|370|21.891|18.438
 Sant Pere de Torelló|1.291|1.182|2.436|859|375|21.832|18.168
 Santa Eugènia de Berga|1.208|1.080|2.233|863|377|21.786|18.103
 Gironella|2.723|2.375|4.987|868|378|21.778|18.480
 Prats de Lluçanès|1.474|1.353|2.624|871|379|21.772|18.168
 Pineda de Mar|12.465|10.546|25.948|897|387|21.631|18.276
 Balenyà|2.042|1.820|3.724|936|394|21.377|17.913
 Pont de Vilomara i Rocafort, El|1.775|1.561|3.780|955|397|21.294|17.975
 Santa Coloma de Gramenet|58.644|48.171|118.738|1.010|404|21.028|17.854
 Pobla de Lillet, La|663|585|1.155|1.023|405|20.945|17.991
 Torrelles de Foix|990|843|2.308|1.088|415|20.572|17.479
 Badia del Vallès|5.845|4.754|13.553|1.132|419|20.361|17.365
 Vilanova del Camí|6.216|5.356|12.506|1.139|420|20.317|17.260
 Santa Margarida de Montbui|4.551|3.859|9.641|1.246|432|19.796|16.902
 Agrupación municipios pequeños|18.392|16.368|36.083|-|-|25.260|20.637
 Girona|367.709|325.721|756.156|||24.585|20.175
 Fornells de la Selva|1.351|1.241|2.479|46|20|33.213|26.233
 Peralada|905|830|1.859|68|32|31.316|24.638
 Jonquera, La|1.559|1.397|3.115|71|33|31.165|22.514
 Sant Gregori|1.848|1.725|3.464|82|38|30.472|24.350
 Girona|51.238|46.625|97.227|128|61|28.914|23.117
 Llers|581|517|1.242|129|62|28.891|23.217
 Sant Joan les Fonts|1.591|1.453|2.919|148|72|28.151|22.814
 Sant Julià de Ramis|1.848|1.684|3.434|174|86|27.433|21.992
 Vilablareix|1.451|1.342|2.529|179|87|27.326|22.162
 Santa Cristina Aro|2.484|2.161|5.194|184|90|27.253|22.339
 Viladrau|593|527|1.037|193|95|27.083|21.931
 Forallac|918|816|1.729|202|101|26.949|21.707
 Vilobí Onyar|1.599|1.450|3.136|208|104|26.874|22.291
 Quart|1.919|1.756|3.441|211|107|26.812|21.637
 Bordils|927|831|1.690|216|111|26.725|21.793
 Vall de Bianya, La|736|687|1.305|234|118|26.459|21.565
 Sant Joan de les Abadesses|1.838|1.694|3.413|254|128|26.229|21.277
 Pals|1.334|1.185|2.533|262|131|26.175|20.968
 Riudellots de la Selva|1.115|1.015|2.026|269|134|26.056|21.152
 Alp|683|613|1.661|272|136|26.038|21.081
 Begur|1.979|1.714|3.994|273|137|26.023|21.149
 Castell|4.454|3.915|10.721|275|138|26.020|21.158
 Cruïlles, Monells i Sant Sadurní de Heura|653|573|1.284|287|142|25.903|20.961
 Navata|648|592|1.262|298|149|25.836|20.859
 Camprodon|1.207|1.095|2.359|308|154|25.694|21.016
 Riudarenes|1.057|912|2.148|309|155|25.686|20.919
 Calonge|5.004|4.384|10.541|315|156|25.602|20.960
 Banyoles|9.968|8.883|19.343|322|159|25.526|20.814
 Celrà|2.696|2.414|5.053|324|160|25.495|20.977
 Bescanó|2.564|2.346|4.874|328|161|25.452|20.934
 Avinyonet de Puigventós|810|705|1.581|333|164|25.387|20.767
 Sant Feliu de Pallerols|667|615|1.353|345|169|25.241|20.699
 Vall en Bas, La|1.613|1.511|2.965|349|170|25.187|20.375
 Preses, Les|1.008|943|1.772|351|172|25.182|20.517
 Cornellà del Terri|1.247|1.143|2.235|357|176|25.127|20.298
 Llívia|695|617|1.536|362|178|25.092|20.536
 Portbou|644|575|1.214|371|180|25.037|20.618
 Porqueres|2.418|2.166|4.529|380|186|24.976|20.454
 Cassà de la Selva|5.025|4.445|9.922|422|199|24.617|20.211
 Fontcoberta|762|697|1.442|437|207|24.522|20.226
 Olot|17.726|16.138|33.913|446|213|24.472|20.117
 Riells i Viabrea|2.106|1.789|4.000|465|221|24.321|20.230
 Caldes de Malavella|3.649|3.219|7.130|467|222|24.312|20.134
 Ripoll|5.641|5.101|10.751|472|225|24.273|20.080
 Flaçà|585|521|1.041|473|226|24.268|19.973
 Besalú|1.321|1.212|2.400|481|228|24.218|19.986
 Ribes de Freser|1.028|945|1.859|487|233|24.174|19.984
 Amer|1.205|1.083|2.281|504|239|24.059|19.856
 Campdevànol|1.859|1.720|3.395|528|247|23.898|19.755
 Vidreres|3.752|3.283|7.702|540|250|23.832|19.833
 Serinyà|552|502|1.123|568|265|23.675|19.521
 Figueres|20.894|18.209|45.444|573|267|23.652|19.516
 Santa Coloma de Farners|6.267|5.476|12.601|583|270|23.619|19.501
 Puigcerdà|4.178|3.692|8.761|593|273|23.504|19.603
 Sarrià de Ter|2.780|2.453|4.937|600|277|23.451|19.497
 Sant Julià del Llor i Bonmatí|661|617|1.264|603|279|23.416|19.236
 Palamós|8.295|7.339|17.805|604|280|23.411|19.413
 Cadaqués|1.215|1.085|2.820|606|282|23.402|19.546
 Mont|939|801|1.739|617|285|23.285|19.141
 Escala, L|4.478|3.924|10.143|623|288|23.242|19.237
 Torroella de Montgrí|5.473|4.783|11.381|638|296|23.179|19.278
 Vilafant|2.860|2.504|5.481|639|297|23.177|19.240
 Sils|2.820|2.461|5.851|654|304|23.054|19.276
 Palau|625|558|1.437|662|306|23.016|18.827
 Hostalric|2.129|1.822|4.010|668|310|22.986|19.213
 Blanes|18.713|16.180|39.293|675|313|22.960|19.093
 Santa Pau|918|849|1.567|684|315|22.921|18.729
 Llançà|2.556|2.265|4.970|686|316|22.895|19.009
 Breda|1.973|1.689|3.751|694|319|22.836|19.144
 Arbúcies|3.269|2.779|6.481|704|323|22.795|18.994
 Vilajuïga|540|481|1.190|705|324|22.795|18.989
 Corçà|683|599|1.257|725|330|22.677|18.898
 Cellera de Ter, La|1.007|899|2.071|729|331|22.645|18.893
 Llagostera|3.910|3.441|8.198|732|333|22.629|18.828
 Castelló Empúries|4.390|3.817|11.473|734|334|22.626|18.779
 Palafrugell|10.197|8.669|22.763|746|337|22.548|18.721
 Castellfollit de la Roca|512|474|1.013|755|339|22.466|18.823
 Sant Feliu de Guíxols|10.287|8.935|21.810|756|340|22.451|18.725
 Anglès|2.680|2.365|5.606|763|341|22.422|18.634
 Sant Pere Pescador|930|812|2.138|766|342|22.413|18.451
 Tossa de Mar|2.820|2.559|5.681|809|357|22.127|18.511
 Ullà|454|382|1.053|819|358|22.085|18.204
 Vilamalla|551|479|1.103|844|367|21.913|18.226
 Sant Hilari Sacalm|3.194|2.697|5.681|857|373|21.863|18.279
 Lloret de Mar|15.230|13.285|38.624|860|376|21.823|18.243
 Roses|8.981|7.768|19.600|888|384|21.687|18.140
 Bisbal Empordà, La|5.273|4.565|10.761|889|385|21.684|18.135
 Verges|587|516|1.195|901|389|21.605|18.109
 Maçanet de la Selva|3.209|2.752|6.963|982|402|21.188|17.943
 Planes Hostoles, Les|867|795|1.694|1.072|411|20.632|17.311
 Salt|12.523|10.600|30.103|1.164|424|20.207|17.133
 Agrupación municipios pequeños|26.780|24.038|55.287|-|-|25.083|20.496
 Lleida|229.684|199.897|435.836|||23.069|19.145
 Alpicat|3.378|3.012|6.297|84|39|30.455|24.176
 Torrefarrera|2.355|2.113|4.512|213|108|26.752|21.791
 Lleida|73.484|64.614|139.176|331|163|25.414|20.784
 Pont de Suert, El|1.303|1.130|2.318|344|168|25.257|20.819
 Benavent de Segrià|844|733|1.516|435|205|24.528|20.281
 Pobla de Segur, La|1.779|1.536|3.012|454|217|24.406|20.161
 Mollerussa|7.242|6.174|14.963|501|238|24.075|19.850
 Montferrer i Castellbò|400|360|1.027|507|240|24.051|20.131
 Vielha e Mijaran|2.802|2.539|5.474|524|245|23.940|19.510
 Bellver de Cerdanya|1.167|1.014|2.075|541|251|23.829|19.645
 Bossòst|667|605|1.140|545|255|23.782|19.643
 Palau Anglesola, El|1.231|1.043|2.135|581|269|23.624|19.552
 Seu Urgell, La|5.927|5.173|12.366|590|272|23.530|19.686
 Bell|1.266|1.093|2.351|605|281|23.407|19.315
 Naut Aran|824|745|1.782|627|289|23.214|18.888
 Guissona|3.709|3.158|6.827|628|290|23.210|19.391
 Cervera|4.957|4.203|9.039|631|291|23.200|19.088
 Tàrrega|8.910|7.649|16.587|652|303|23.067|19.107
 Solsona|4.877|4.194|9.067|693|318|22.843|19.345
 Tremp|3.539|3.128|6.305|697|320|22.813|19.088
 Golmés|909|788|1.734|713|327|22.750|18.940
 Torà|733|650|1.202|720|329|22.691|18.901
 Rosselló|1.567|1.360|3.021|738|335|22.592|18.796
 Bellpuig|2.536|2.170|4.956|769|344|22.397|18.734
 Sort|1.233|1.111|2.237|777|346|22.339|18.691
 Agramunt|2.981|2.549|5.515|790|351|22.257|18.495
 Borges Blanques, Les|3.217|2.787|6.088|821|360|22.075|18.498
 Balaguer|8.179|6.958|16.485|839|366|21.948|18.341
 Vallfogona de Balaguer|1.051|904|1.888|848|369|21.896|18.157
 Juneda|1.813|1.592|3.497|856|372|21.876|18.155
 Alcoletge|1.679|1.516|3.270|858|374|21.848|18.472
 Almacelles|3.435|2.941|6.699|878|380|21.734|18.366
 Ponts|1.531|1.345|2.701|882|381|21.718|18.329
 Corbins|814|728|1.400|894|386|21.667|18.056
 Alguaire|1.683|1.474|3.093|898|388|21.623|18.125
 Vilanova de la Barca|524|470|1.120|911|390|21.564|17.966
 Sant Guim de Freixenet|612|530|1.107|912|391|21.557|18.195
 Anglesola|744|629|1.360|926|392|21.449|18.101
 Bellcaire Urgell|762|645|1.305|968|398|21.248|18.026
 Oliana|1.042|917|1.870|979|400|21.195|17.901
 Vilanova de Bellpuig|673|583|1.179|1.035|407|20.866|17.736
 Albatàrrec|1.033|905|2.139|1.043|408|20.789|17.422
 Albesa|929|815|1.608|1.062|410|20.691|17.513
 Os de Balaguer|487|409|1.008|1.074|412|20.626|17.408
 Castellserà|648|563|1.083|1.075|413|20.611|17.525
 Ivars Urgell|945|824|1.607|1.096|416|20.528|17.586
 Bellvís|1.325|1.153|2.342|1.123|418|20.386|17.200
 Soses|998|880|1.754|1.145|421|20.292|17.191
 Puigverd de Lleida|756|660|1.411|1.148|422|20.286|17.293
 Almenar|1.927|1.677|3.547|1.152|423|20.273|17.055
 Alcarràs|4.670|4.189|9.252|1.181|425|20.125|16.960
 Linyola|1.603|1.360|2.677|1.223|428|19.917|16.899
 Térmens|788|675|1.536|1.226|429|19.905|16.923
 Artesa de Lleida|880|782|1.508|1.228|430|19.898|16.746
 Fuliola, La|669|573|1.294|1.231|431|19.889|16.958
 Artesa de Segre|1.978|1.674|3.656|1.258|433|19.756|16.867
 Miralcamp|706|604|1.384|1.284|435|19.622|16.736
 Alfarràs|1.418|1.216|3.003|1.325|436|19.438|16.507
 Aitona|1.320|1.135|2.415|1.332|437|19.409|16.469
 Seròs|949|817|1.887|1.380|440|19.182|16.511
 Torregrossa|1.295|1.090|2.235|1.537|444|18.471|15.867
 Torres de Segre|1.205|1.045|2.301|1.605|446|18.131|15.536
 Isona i Conca Dellà|605|525|1.049|1.632|447|18.055|15.692
 Arbeca|1.325|1.130|2.389|1.705|451|17.755|15.412
 Agrupación municipios pequeños|32.846|28.333|63.055|-|-|20.190|17.083
 Tarragona|407.333|347.709|800.962|||24.246|19.951
 Castellvell del Camp|1.553|1.381|2.869|52|26|32.627|25.642
 Altafulla|2.637|2.318|4.988|57|28|32.259|25.369
 Almoster|810|727|1.396|58|29|32.161|25.326
 Flix|2.238|1.795|3.795|74|34|30.899|24.660
 Ascó|833|721|1.654|91|43|30.196|23.357
 Vandellòs i Hospitalet de Infant|2.869|2.456|6.047|94|45|30.058|23.574
 Pallaresos, Els|2.452|2.118|4.479|102|48|29.741|23.821
 Catllar, El|2.305|1.983|4.222|126|59|28.977|23.306
 Secuita, La|863|755|1.665|137|67|28.514|22.993
 Tarragona|69.950|60.513|132.199|138|68|28.512|22.980
 Cambrils|16.715|14.382|33.301|162|80|27.706|22.244
 Vinyols i els Arcs|978|851|1.872|194|96|27.070|21.962
 Móra Ebre|2.973|2.478|5.578|205|103|26.910|21.501
 Perafort|627|554|1.287|215|110|26.725|21.663
 Riba|606|485|1.195|231|117|26.522|21.523
 Vallmoll|818|711|1.670|283|140|25.953|21.247
 Morell, El|1.887|1.649|3.530|321|158|25.535|20.861
 Banyeres del Penedès|1.659|1.369|3.057|382|188|24.957|20.744
 Torredembarra|7.608|6.419|15.475|396|190|24.824|20.431
 Calafell|11.569|9.805|24.333|404|192|24.769|20.536
 Vilallonga del Camp|1.172|1.032|2.229|423|200|24.617|20.252
 Valls|12.905|11.230|24.570|442|210|24.487|20.124
 Reus|54.464|46.634|104.962|444|211|24.483|20.098
 Roda de Berà|3.138|2.635|6.322|448|214|24.456|20.251
 Selva del Camp, La|2.925|2.556|5.598|451|216|24.416|20.048
 Riera de Gaià, La|897|790|1.678|456|218|24.392|19.937
 Montblanc|4.008|3.511|7.359|457|219|24.384|20.173
 Salou|11.461|10.169|26.558|470|224|24.303|19.918
 Botarell|570|505|1.100|483|230|24.211|19.932
 Sant Jaume dels Domenys|1.330|1.120|2.493|485|231|24.206|20.092
 Vendrell, El|18.514|15.589|36.719|517|242|23.974|19.898
 Puigpelat|544|485|1.083|518|243|23.965|19.698
 Mont|5.446|4.597|12.148|531|248|23.875|19.536
 Móra la Nova|1.613|1.312|3.190|536|249|23.847|19.644
 Borges del Camp, Les|1.075|926|2.077|543|253|23.821|19.833
 Creixell|1.705|1.416|3.480|544|254|23.784|19.955
 Cunit|5.986|5.032|11.989|572|266|23.664|19.826
 Alcover|2.620|2.241|5.131|634|294|23.195|19.237
 Montbrió del Camp|1.403|1.255|2.650|643|300|23.152|19.094
 Arboç, L|2.662|2.195|5.515|645|301|23.137|19.453
 Vila|11.202|9.620|21.923|665|308|23.000|19.141
 Ampolla, L|1.658|1.433|3.479|672|311|22.967|18.998
 Canonja, La|2.832|2.393|5.807|703|322|22.801|18.956
 Falset|1.544|1.364|2.838|710|326|22.773|18.817
 Llorenç del Penedès|1.189|1.034|2.306|745|336|22.552|18.923
 Tortosa|18.188|15.670|33.932|768|343|22.404|18.592
 Santa Coloma de Queralt|1.656|1.449|2.931|778|347|22.323|18.771
 Riudoms|3.361|2.808|6.546|787|349|22.288|18.584
 Pobla de Mafumet, La|1.431|1.301|3.420|791|352|22.256|18.511
 Pobla de Montornès, La|1.425|1.199|2.860|793|353|22.245|18.693
 Cabra del Camp|514|437|1.115|820|359|22.084|18.724
 Pla de Santa Maria, El|1.175|1.033|2.344|824|362|22.044|18.489
 Riudecols|646|577|1.254|837|365|21.953|18.257
 Riudecanyes|606|515|1.142|847|368|21.901|18.185
 Ametlla de Mar, L|3.413|2.808|7.303|854|371|21.878|18.276
 Espluga de Francolí, L|2.116|1.861|3.836|884|382|21.713|18.231
 Constantí|2.966|2.444|6.539|885|383|21.708|18.245
 Bellvei|985|795|2.174|934|393|21.392|18.132
 Montmell, El|539|429|1.418|940|395|21.361|18.221
 Alforja|853|742|1.859|941|396|21.355|17.942
 Bisbal del Penedès, La|1.574|1.315|3.495|972|399|21.228|18.000
 Sant Carles de la Ràpita|7.375|6.037|15.003|980|401|21.194|17.833
 Santa Oliva|1.445|1.200|3.287|988|403|21.167|18.089
 Vila|691|599|1.264|1.034|406|20.870|17.672
 Roquetes|4.398|3.711|8.287|1.048|409|20.764|17.395
 Albinyana|1.020|835|2.335|1.084|414|20.594|17.591
 Amposta|10.688|8.873|21.197|1.101|417|20.491|17.225
 Sarral|893|782|1.595|1.188|426|20.087|17.182
 Xerta|651|533|1.250|1.190|427|20.068|17.046
 Gandesa|1.687|1.436|3.091|1.267|434|19.735|16.581
 Benissanet|595|515|1.247|1.375|438|19.204|16.241
 Masdenverge|535|450|1.106|1.376|439|19.203|16.253
 Tivissa|909|791|1.760|1.443|441|18.853|16.148
 Deltebre|6.005|4.839|11.831|1.493|442|18.621|15.888
 Alcanar|5.086|4.230|9.637|1.529|443|18.497|15.795
 Ulldecona|3.131|2.557|6.904|1.540|445|18.461|15.830
 Sénia, La|2.896|2.384|5.893|1.644|448|18.007|15.496
 Santa Bàrbara|1.965|1.664|3.821|1.649|449|17.993|15.398
 Aldea, L|2.191|1.813|4.376|1.683|450|17.813|15.311
 Corbera Ebre|624|505|1.136|1.715|452|17.707|15.260
 Fatarella, La|660|565|1.051|1.794|453|17.367|14.926
 Camarles|1.710|1.416|3.514|1.795|454|17.359|15.121
 Sant Jaume Enveja|1.783|1.414|3.555|1.845|455|17.109|14.855
 Horta de Sant Joan|680|561|1.219|1.942|456|16.762|14.551
 Perelló, El|1.473|1.244|3.155|1.960|457|16.693|14.513
 Pinell de Brai, El|609|523|1.076|2.040|458|16.434|14.183
 Batea|1.171|975|1.975|2.372|459|15.127|13.418
 Agrupación municipios pequeños|20.201|17.330|40.413|-|-|19.916|16.863
 Extremadura|585.836|469.442|1.099.632|||18.672|15.905
 Badajoz|356.825|282.712|690.929|||18.691|15.926
 Badajoz|76.895|64.566|150.517|411|2|24.696|20.303
 Mérida|30.358|25.139|58.985|757|5|22.451|18.637
 Zafra|8.797|7.038|16.828|921|7|21.499|17.978
 Llerena|3.022|2.462|5.969|1.129|8|20.371|17.057
 Don Benito|20.984|16.939|37.011|1.263|9|19.745|16.622
 Jerez de los Caballeros|5.102|3.943|9.623|1.393|11|19.139|16.288
 Villanueva de la Serena|13.946|11.159|26.101|1.453|13|18.819|15.991
 Almendralejo|16.748|13.082|35.014|1.460|14|18.798|15.999
 Villafranca de los Barros|6.728|5.167|13.314|1.738|18|17.592|15.226
 Trujillanos|748|557|1.430|1.747|19|17.562|15.457
 Puebla de la Calzada|2.961|2.288|5.991|1.851|21|17.091|14.746
 Santos de Maimona, Los|4.452|3.351|8.249|1.871|22|17.000|14.811
 Fregenal de la Sierra|2.751|2.113|5.001|1.902|25|16.888|14.625
 Fuente de Cantos|2.427|1.859|5.002|1.913|26|16.850|14.597
 Azuaga|4.535|3.602|8.145|1.917|27|16.846|14.645
 Villar de Rena|835|640|1.420|1.988|29|16.614|14.575
 Orellana la Vieja|1.551|1.192|2.842|2.011|30|16.532|14.392
 Montijo|8.193|6.377|15.961|2.019|31|16.507|14.338
 Castuera|3.541|2.805|6.255|2.022|32|16.501|14.343
 Higuera la Real|1.127|853|2.401|2.038|34|16.441|14.164
 Puebla de Sancho Pérez|1.483|1.079|2.798|2.053|36|16.398|14.447
 Monesterio|2.347|1.735|4.345|2.061|37|16.361|14.391
 Talarrubias|1.956|1.455|3.597|2.062|38|16.356|14.299
 Talavera la Real|2.781|2.190|5.535|2.079|39|16.311|14.217
 Fuente del Maestre|3.301|2.459|6.906|2.105|40|16.218|14.111
 Olivenza|5.595|4.449|12.104|2.131|42|16.115|14.031
 Granja de Torrehermosa|1.223|946|2.186|2.167|45|15.981|14.149
 Herrera del Duque|1.922|1.438|3.706|2.222|47|15.753|13.746
 Alconchel|781|619|1.840|2.255|48|15.585|13.485
 Calamonte|3.162|2.562|6.354|2.271|50|15.525|13.586
 Guareña|3.885|2.959|7.227|2.277|51|15.481|13.629
 Aceuchal|2.748|2.040|5.538|2.313|53|15.354|13.431
 Campanario|3.074|2.324|5.182|2.329|54|15.285|13.486
 Valle de Santa Ana|560|458|1.162|2.331|55|15.276|13.488
 Solana de los Barros|1.258|904|2.717|2.334|56|15.255|13.471
 Santa Marta|2.162|1.610|4.321|2.370|60|15.132|13.427
 Barcarrota|1.779|1.341|3.631|2.379|61|15.090|13.348
 Cabeza del Buey|3.044|2.436|5.234|2.412|63|14.975|13.134
 San Vicente de Alcántara|2.898|2.197|5.725|2.419|64|14.955|13.156
 Esparragalejo|753|564|1.498|2.443|67|14.893|13.198
 Villalba de los Barros|813|603|1.588|2.458|68|14.858|13.092
 Santa Amalia|2.387|1.873|4.196|2.460|69|14.853|13.121
 Valdecaballeros|578|435|1.156|2.461|70|14.850|12.997
 Burguillos del Cerro|1.503|1.120|3.204|2.480|71|14.772|13.055
 Arroyo de San Serván|1.929|1.438|4.195|2.482|72|14.766|13.122
 Torremejía|1.263|911|2.263|2.493|73|14.719|13.064
 Peñalsordo|708|527|1.088|2.497|75|14.712|13.463
